,gender,meaning,name,origin
9203,m,"Latin form of JACOB, also used in Dutch.",JACOBUS,"[Dutch, Late Roman]"
9204,m,Italian form of Iacobus (see JACOB).,JACOPO,[Italian]
9205,f,Variant of JACQUELINE.,JACQUELYN,[English]
9206,f,Feminine diminutive of JACQUES.,JACQUETTA,[English (British)]
9207,f,Short form of JACQUELINE.,JACQUI,[English (British)]
9208,m,"Means ""he knows"" in Hebrew. In the Old Testament, Jada is a son of Onam.",JADA  (2),[Biblical]
9209,m&f,"An invented name, using the popular aden suffix sound found in such names as Braden, Hayden and Aidan. This name first became common in American in the 1990s when similar-sounding names were increasing in popularity. It is sometimes considered a variant of JADON.",JADEN,[English (Modern)]
9210,m,"Croatian, Serbian and Slovene form of ADRIAN.",JADRAN,"[Croatian, Serbian, Slovene]"
9211,m,"Croatian, Serbian and Slovene form of ADRIAN.",JADRANKO,"[Croatian, Serbian, Slovene]"
9212,f,Polish form of HEDWIG. This was the name of a 14th-century ruling queen of Poland who has recently been canonized as a saint.,JADWIGA,[Polish]
9213,f,Diminutive of JADWIGA.,JADZIA,[Polish]
9214,f,"From the Hebrew name יָעֵל (Ya'el) meaning ""ibex, mountain goat"". This name appears in the Old Testament belonging to the wife of Heber the Kenite. After Sisera, the captain of the Canaanite army, was defeated in battle by Deborah and Barak he took refuge in Heber's tent. When he fell asleep Jael killed him by hammering a tent peg into his head.",JAEL,[Biblical]
9215,m,Spanish form of JAPHETH.,JAFET,[Spanish]
9216,m&f,Variant transcription of YAFE.,JAFFE,[Hebrew]
9217,f,"Croatian, Serbian and Macedonian diminutive of AGATHA or JAGODA.",JAGA,"[Croatian, Serbian, Macedonian]"
9218,m,"Means ""ruler of the world"" from Sanskrit जगत् (jagat) meaning ""world"" and ईश (isha) meaning ""ruler"". This is another name of the Hindu god Vishnu.",JAGADISHA,[Hinduism]
9219,m,"Means ""master of the world"" from Sanskrit जगत् (jagat) meaning ""world"" and नाथ (natha) meaning ""master"". This is a title of the Hindu gods Vishnu and Krishna.",JAGANNATHA,[Hinduism]
9220,f,Diminutive of AGNIESZKA.,JAGIENKA,[Polish]
9221,f,Diminutive of AGNIESZKA.,JAGNA,[Polish]
9222,f,"Means ""strawberry"" in South Slavic, and ""berry"" in Polish.",JAGODA,"[Croatian, Serbian, Macedonian, Polish]"
9223,m,"Means ""world"" in Persian. This name was borne by Shah Jahan, a 17th-century Mughal Emperor who is best known as the builder of the Taj Mahal.",JAHAN,[Persian]
9224,f,Variant of JAEL.,JAHEL,[Biblical]
9225,m,"Means ""God apportions"" in Hebrew. This was the son of Naphtali in the Old Testament.",JAHZEEL,[Biblical]
9226,f,Variant of JADA  (1).,JAIDA,[English (Modern)]
9227,m,Modern form of JAYADEVA.,JAIDEV,"[Indian, Hindi]"
9228,f,"Variant of JAMIE. The character Jaime Sommers from the television series 'The Bionic Woman' (1976-1978) helped to popularize the name. It can sometimes be given in reference to the French phrase j'aime meaning ""I love"", though it is pronounced differently.",JAIME  (2),[English]
9229,m,"Means ""he shines"" in Hebrew. In the Old Testament this is the name of both a son of Manasseh and one of the ruling judges of the Israelites.",JAIR,[Biblical]
9230,m,Slovene form of JACOB (or JAMES).,JAKA,[Slovene]
9231,m,Medieval variant of JACK. It is also sometimes used as a short form of JACOB.,JAKE,[English]
9232,f,Diminutive of JACQUELINE.,JAKI,[English (Rare)]
9233,m,Hungarian variant form of JACOB (or JAMES).,JÁKOB,[Hungarian (Rare)]
9234,m,"Serbian, Croatian and Macedonian form of JACOB (or JAMES).",JAKOV,"[Serbian, Croatian, Macedonian]"
9235,m,"Polish, Czech and Slovak form of JACOB (or JAMES).",JAKUB,"[Polish, Czech, Slovak]"
9236,m,"Means ""greatness"" in Arabic.",JALAL,"[Arabic, Persian]"
9237,f,Variant transcription of ZHALEH.,JALEH,[Persian]
9238,m,"Means ""important, exalted"" in Arabic.",JALIL,"[Arabic, Persian]"
9239,m,Finnish form of HJALMAR.,JALMARI,[Finnish]
9240,m,"Persian form of Avestan Yima meaning ""twin"" (related to Sanskrit Yama). This was the name of a mythological king, more commonly called Jamshid.",JAM,[Persian Mythology]
9241,m,Variant of JAMAR.,JAMAAR,[African American (Rare)]
9242,m,"Recently created name, possibly a blend of JAMAL and LAMAR. It has been in general use in America since the 1970s.",JAMAR,[African American]
9243,f,Variant transcription of JAMILA.,JAMEELA,[Arabic]
9244,f,Feminine form of JAMES.,JAMESINA,[Scottish]
9245,m,Diminutive of JAMES.,JAMEY,[English]
9246,m,Diminutive of VILJAMI.,JAMI  (2),[Finnish]
9247,m,"Means ""beautiful"" in Arabic.",JAMIL,[Arabic]
9248,f,Feminine form of JAMIL.,JAMILLAH,[Arabic]
9249,m,"From an English surname meaning ""son of JAMES"".",JAMISON,[English]
9250,m,Variant transcription of JAMSHID.,JAMSHEED,"[Persian, Persian Mythology]"
9251,m&f,"Means ""gentle song"" in Tibetan, from འཇམ ('jam) meaning ""gentle, soft"" and དབྱངས (dbyangs) meaning ""song, voice"".",JAMYANG,"[Tibetan, Bhutanese]"
9252,m,Form of JOHANNES. This name was borne by the 15th-century Flemish painter Jan van Eyck and the 17th-century Dutch painter Jan Vermeer.,JAN  (1),"[Dutch, Swedish, Norwegian, Danish, Czech, Polish, Slovene, German, Catalan]"
9253,m,"Medieval English form of JOHN, derived from the Old French form Jehan.",JAN  (3),[Medieval English]
9254,f,Croatian and Serbian variant of ANA.,JANA  (2),"[Croatian, Serbian]"
9255,f,"Means ""heart"" or ""soul"" in Arabic.",JANAN,[Arabic]
9256,m,Diminutive of JÁNOS.,JANCSI,[Hungarian]
9257,m,Polish and Czech diminutive of JAN  (1).,JANEK,"[Polish, Czech]"
9258,f,Variant of JANELLE.,JANEL,[English]
9259,f,Variant of JANELLE.,JANELLA,[English (Rare)]
9260,f,Variant of JANINE.,JANENE,[English]
9261,f,Medieval diminutive of JANE.,JANET,[English]
9262,f,Variant of JANET.,JANETTE,[English]
9263,m,Slovene form of JOHANNES.,JANEZ,[Slovene]
9264,f,"Elaborated form of JANE, created by Paul Leicester Ford for his novel 'Janice Meredith' (1899).",JANICE,[English]
9265,f,Diminutive of JANE.,JANIE,[English]
9266,f,Latinate form of JEANNINE.,JANINA,"[Polish, Finnish, German, Swedish, Lithuanian]"
9267,m,Latvian form of JOHN.,JĀNIS,[Latvian]
9268,f,"Croatian and Serbian form of AGNES. It also may be inspired by Serbo-Croatian janje meaning ""lamb"".",JANJA,"[Croatian, Serbian]"
9269,m,Medieval diminutive of JAN  (3).,JANKIN,[Medieval English]
9270,f,"Feminine form of JAN  (1). As an English name, it is an elaboration of JAN  (2).",JANNA,"[Dutch, Swedish, Finnish, English]"
9271,m,"Finnish form of JOHN, as well as a Swedish diminutive of JAN  (1).",JANNE  (1),"[Finnish, Swedish]"
9272,f,Dutch feminine form of JAN  (1).,JANNEKE,[Dutch]
9273,m,Danish diminutive of JAN  (1).,JANNICK,[Danish]
9274,m,Danish diminutive of JAN  (1).,JANNIK,[Danish]
9275,f,Variant of JANINE.,JANNINE,[English (Rare)]
9276,f,Feminine diminutive of JAN  (1).,JANTINE,[Dutch]
9277,m,"Roman cognomen meaning ""January"" in Latin. The name of the month derives from the name of the Roman god Janus. Saint Januarius, the patron saint of Naples, was a bishop who was beheaded during the persecutions of emperor Diocletian in the early 4th century.",JANUARIUS,[Ancient Roman]
9278,m,Polish form of JOHN.,JANUSZ,[Polish]
9279,m,Frisian form of JACOB (or JAMES).,JAPIK,[Frisian (Rare)]
9280,f,Variant of JACQUELINE.,JAQUELINE,"[English (Modern), Portuguese (Brazilian)]"
9281,m,"Means ""honeycomb"" and ""honeysuckle"" in Hebrew. In the Old Testament this is the name of a descendant of Saul.",JARAH,[Biblical]
9282,m,"Diminutive of Slavic names beginning with the element yaru ""fierce, strong"", such as JAROSŁAW.",JAREK,"[Polish, Czech]"
9283,m,Short form of JALMARI.,JARI,[Finnish]
9284,m,Diminutive of JARMO.,JARKKO,[Finnish]
9285,m,Anglicized form of IARFHLAITH.,JARLATH,[Irish]
9286,m,"Derived from the Slavic elements yaru ""fierce, energetic"" and milu ""gracious, dear"".",JARMIL,[Czech]
9287,m,Finnish form of JEREMIAH.,JARMO,[Finnish]
9288,m,"Derived from the Slavic elements yaru ""fierce, energetic"" and gnyevu ""anger"".",JAROGNIEW,[Polish (Rare)]
9289,m,Polish form of JAROMÍR.,JAROMIR,[Polish]
9290,m,"Invented name, probably based on JARED and DARREN.",JARON  (2),[English (Modern)]
9291,m,Czech and Slovak form of JAROSŁAW.,JAROSLAV,"[Czech, Slovak]"
9292,m,Lithuanian form of JAROSŁAW.,JAROSLAVAS,[Lithuanian]
9293,f,Feminine form of JAROSŁAW.,JAROSŁAWA,[Polish (Rare)]
9294,m,From a surname which was a variant of GARRETT.,JARRETT,[English]
9295,m,From a surname which was derived from the given name GERVAIS.,JARVIS,[English]
9296,m,Diminutive of JAAKKO.,JASKA,[Finnish]
9297,f,Dutch form of JASMINE.,JASMIJN,[Dutch]
9298,m,French masculine form of JASMINE.,JASMIN  (2),[French (Rare)]
9299,f,From the English word for the climbing plant with fragrant flowers which is used for making perfumes. It is derived from Persian یاسمن (yasamen) (which is also a Persian name).,JASMINE,"[English, French]"
9300,f,Croatian diminutive of JASMINA.,JASMINKA,[Croatian]
9301,f,"Derived from South Slavic jasno meaning ""clear, sharp"".",JASNA,"[Croatian, Serbian, Slovene, Macedonian]"
9302,m,"Means ""treasurer"" in Persian. This name was traditionally assigned to one of the wise men (also known as the Magi, or three kings) who were said to have visited the newborn Jesus. It has occasionally been used in the English-speaking world since the Middle Ages. The name can also be given in reference to the English word for the gemstone.",JASPER,"[English, Dutch, Judeo-Christian Legend]"
9303,m&f,"From Sanskrit यशस् (yashas) meaning ""fame, praise, glory"" combined with the name of the Hindu god INDRA.",JASWINDER,[Indian (Sikh)]
9304,f,"Means ""charm, attractiveness"" in Arabic.",JATHIBIYYA,[Arabic]
9305,m,Diminutive of JAUME.,JAUMET,[Catalan]
9306,m,"Means ""Greece"" in Hebrew, possibly related to ION  (2). In the Old Testament this is the name of a grandson of Noah and the ancestor of the Greek peoples.",JAVAN,[Biblical]
9307,m,Spanish form of XAVIER.,JAVIER,[Spanish]
9308,m,"Means ""maple tree"" in South Slavic.",JAVOR,"[Croatian, Serbian, Slovene]"
9309,m&f,"Means ""goodness, excellence"", derived from Arabic جاد (jada) ""to be excellent"".",JAWDAT,[Arabic]
9310,m,Variant of JACKSON.,JAXSON,[English (Modern)]
9311,m,Modern (northern Indian) masculine form of JAYA.,JAY  (2),"[Indian, Hindi, Marathi, Gujarati]"
9312,m,Modern form of JAYADEVA.,JAYADEV,"[Indian, Kannada]"
9313,m,Modern form of JAYANTA.,JAYANT,"[Indian, Hindi, Marathi]"
9314,f,Southern Indian form of JAYANTI.,JAYANTHI,"[Tamil, Indian, Kannada]"
9315,f,"Means ""goddess of victory"" in Sanskrit.",JAYASHRI,"[Indian, Marathi]"
9316,m,Variant of JACOB.,JAYCOB,[English (Rare)]
9317,f,Variant of JADE.,JAYDE,[English (Modern)]
9318,m,Variant of JADEN.,JAYDON,[English (Modern)]
9319,m,"Means ""lord of victory"" from Sanskrit जय (jaya) meaning ""victory"" combined with the name of the god INDRA, used here to mean ""lord"".",JAYENDRA,"[Indian, Hindi]"
9320,f,Combination of JAY  (1) and the popular name suffix la.,JAYLA,[English (Modern)]
9321,m&f,Variant of JALEN. It can also be a feminine elaboration of JAY  (1).,JAYLEN,"[African American (Modern), English (Modern)]"
9322,m&f,Variant of JALEN. It can also be a feminine elaboration of JAY  (1).,JAYLIN,"[African American (Modern), English (Modern)]"
9323,f,Feminine elaboration of JAY  (1) using the popular suffix lyn.,JAYLYN,[English (Modern)]
9324,f,Variant of JAMIE.,JAYME,[English]
9325,f,Variant of JANE.,JAYNA,[English (Rare)]
9326,f,Diminutive of JAYNE.,JAYNIE,[English]
9327,m,"Means ""possessing victory"" in Sanskrit.",JAYWANT,"[Indian, Marathi]"
9328,f,"Modern name, a combination of the popular name elements Jaz and lyn.",JAZLYN,[English (Modern)]
9329,f,Variant of JASMINE.,JAZMIN,[English (Modern)]
9330,f,Variant of JASMINE.,JAZMYN,[English (Modern)]
9331,f,"Medieval English variant of Jehanne (see JANE). It was common in England and Scotland during the Middle Ages, but eventually became rare in England. It was reintroduced to the English-speaking world from Scotland in the 19th century.",JEAN  (2),"[English, Scottish]"
9332,m,"Combination of JEAN  (1) and BAPTISTE, referring to Saint John the Baptist.",JEAN-BAPTISTE,[French]
9333,f,Variant of JEANNETTE.,JEANETTE,"[French, English, Danish, Swedish, Norwegian, Dutch]"
9334,f,Variant of JEANNINE.,JEANINE,"[French, English, Dutch]"
9335,f,Variant of JEAN  (2).,JEANNA,[English]
9336,f,French diminutive of JEANNE.,JEANNETTE,"[French, English, Dutch]"
9337,f,Diminutive of JEANNE.,JEANNINE,"[French, English]"
9338,m,"Sometimes a diminutive of JACOB. This name may have also resulted from a nickname of James Ewell Brown Stuart (1833-1864), a Confederate general in the American Civil War, which was formed from the initial letters of his three given names.",JEB,[English]
9339,m,Short form of JEDIDIAH.,JED,[English]
9340,m,"Means ""beloved of YAHWEH"" in Hebrew. In the Old Testament this is a name given to Solomon by Nathan.",JEDIDIAH,[Biblical]
9341,m,Variant transcription of JITENDRA.,JEETENDRA,"[Indian, Hindi, Marathi]"
9342,m,Short form of JEFFREY.,JEFF,[English]
9343,m,Variant of JEFFREY.,JEFFERY,[English]
9344,m,Variant of JEFFREY.,JEFFRY,[English]
9345,m,Old French form of Iohannes (see JOHN).,JEHAN,[Medieval French]
9346,m,"Means ""God lives"" in Hebrew. This is the name of several people in the Old Testament, including one of King David's lute players.",JEHIEL,[Biblical]
9347,m,"From the Hebrew name Yehochanan, an extended form of Yochanan (see JOHN). It is borne by a few minor characters in the English Old Testament.",JEHOHANAN,[Biblical]
9348,m,"Means ""raised by YAHWEH"" in Hebrew. In the Old Testament this is the name of a king of Judah. He lived in the 7th century BC, and was the son of Josiah and the father of Jehoiachin.",JEHOIAKIM,[Biblical]
9349,m,"From the Hebrew name יְהוֹנָתָן (Yehonatan), the full form of JONATHAN. This is the name of a few minor characters in the Old Testament.",JEHONATHAN,[Biblical]
9350,m,"Means ""YAHWEH has judged"" in Hebrew. In the Old Testament he is the fourth king of Judah, noted for having a generally peaceful and prosperous reign.",JEHOSHAPHAT,[Biblical]
9351,m,"Means ""YAHWEH is he"" in Hebrew. In the Old Testament this is the name of a king of Israel. He ruled in the 9th century BC, coming to power by overthrowing Jehoram. This was also the name of a prophet during the reign of the king Baasha.",JEHU,[Biblical]
9352,f,Variant transcription of YEKATERINA.,JEKATERINA,[Russian]
9353,m,"Means ""mighty"" in Swahili.",JELANI,"[Eastern African, Swahili]"
9354,f,"Form of YELENA. In Serbia, Croatia and Slovenia it is also associated with the South Slavic words jelen meaning ""deer, stag"" and jela meaning ""fir tree"".",JELENA,"[Serbian, Croatian, Slovene, Estonian, Latvian, Lithuanian]"
9355,f,Serbian form of ELIZABETH.,JELISAVETA,[Serbian]
9356,m,"Originally a Frisian short form of Germanic names beginning with the element gild ""sacrifice, value"". It can also be a Dutch diminutive of WILLEM.",JELLE,"[Frisian, Dutch]"
9357,f,Feminine form of JELLE.,JELTSJE,"[Frisian, Dutch]"
9358,f,"Means ""dove"" in Hebrew. This was the oldest of the three daughters of Job in the Old Testament. As an English name, Jemima first became common during the Puritan era.",JEMIMA,"[Biblical, English]"
9359,m,Diminutive of JEREMY (and formerly of JAMES).,JEMMY,[English]
9360,f,Diminutive of JENNIFER.,JENA,[English]
9361,m,Spanish form of JANUARIUS.,JENARO,[Spanish]
9362,f,Combination of JEN and the popular name suffix elle.,JENELLE,[English]
9363,m,"Means ""building"" in Swahili.",JENGO,"[Eastern African, Swahili]"
9364,f,Variant of JENNIFER.,JENIFER,"[English, Cornish]"
9365,f,Variant of JENNY. Use of the name was popularized in the 1980s by the character Jenna Wade on the television series 'Dallas'.,JENNA,"[English, Finnish]"
9366,f,Combination of JENNIFER and JESSICA.,JENNICA,[English (Rare)]
9367,f,"From a Cornish form of the Welsh name Gwenhwyfar (see GUINEVERE). This name has only been common outside of Cornwall since the beginning of the 20th century, after it was featured in George Bernard Shaw's play 'The Doctor's Dilemma' (1906).",JENNIFER,"[English, German, Dutch, Swedish, Spanish]"
9368,f,Originally a medieval English diminutive of JANE. Since the middle of the 20th century it has been primarily considered a diminutive of JENNIFER.,JENNY,"[English, Swedish, Finnish, German, Dutch, Spanish]"
9369,m,From the name of an ancient Hungarian tribe. Since the 19th century it has been used as a Hungarian form of EUGENE.,JENŐ,[Hungarian]
9370,m&f,"From Sino-Korean 靜 (jeong) meaning ""quiet, still, gentle"" or 貞 (jeong) meaning ""virtuous, chaste, loyal"", as well as other characters which are pronounced similarly. It usually occurs in combination with another character, though it is sometimes used as a stand-alone name.",JEONG,[Korean]
9371,m&f,"From Sino-Korean 正 (jeong) meaning ""right, proper, correct"" or 靜 (jeong) meaning ""quiet, still, gentle"" combined with 姬 (hui) meaning ""beauty"" or 熙 (hui) meaning ""bright, splendid, glorious"". Other combinations of hanja characters can form this name as well.",JEONG-HUI,[Korean]
9372,f,"From Sino-Korean 貞 (jeong) meaning ""virtuous, chaste, loyal"" or 正 (jeong) meaning ""right, proper, correct"" combined with 淑 (suk) meaning ""good, pure, virtuous, charming"". Other hanja combinations are possible.",JEONG-SUK,[Korean]
9373,m,Variant of JEPHTHAH.,JEPHTHA,[Biblical]
9374,m,Diminutive of JAKOB.,JEPPE,[Danish]
9375,m,Variant of JEPHTHAH.,JEPTHA,[English (Archaic)]
9376,m,Diminutive of JEREMIAH.,JERE,"[Finnish, English]"
9377,m,Spanish form of JEREMIAH.,JEREMÍAS,[Spanish]
9378,m,French form of JEREMIAH.,JÉRÉMIE,[French]
9379,m,"Medieval English form of JEREMIAH, and the form used in some English versions of the New Testament.",JEREMY,"[English, Biblical]"
9380,m,"Means ""taught by YAHWEH"" in Hebrew. In the Old Testament, Jeriah is a descendant of Hebron.",JERIAH,[Biblical]
9381,m,Old Swedish variant of ERIK.,JERK,[Swedish]
9382,m,Croatian diminutive of JEROME.,JERKO,[Croatian]
9383,m,Slovene form of BARTHOLOMEW.,JERNEJ,[Slovene]
9384,m,"From the Hebrew name יָרָבְעָם (Yarav'am) meaning ""the people contend"". According to the Old Testament, this was the name of the leader of the revolt against King Rehoboam of Israel. The kingdom was split into Judah in the south and Israel in the north, with Jeroboam becoming the first king of the latter.",JEROBOAM,[Biblical]
9385,m,Variant of GERALD.,JEROLD,[English]
9386,m,"From the Greek name ‘Ιερωνυμος (Hieronymos) meaning ""sacred name"", derived from ‘ιερος (hieros) ""sacred"" and ονομα (onoma) ""name"". Saint Jerome was responsible for the creation of the Vulgate, the Latin translation of the Bible, in the 5th century. He is regarded as a Doctor of the Church. The name was used in his honour in the Middle Ages, especially in Italy and France, and has been used in England since the 12th century.",JEROME,[English]
9387,m,Spanish and Portuguese form of JEROME.,JERÓNIMO,"[Spanish, Portuguese]"
9388,m,Variant of GERARD.,JERRARD,[English (Rare)]
9389,f,Variant of JERRY.,JERRI,[English]
9390,m,Danish variant of ERIK.,JERRIK,[Danish]
9391,m,Variant of GERALD.,JERROLD,[English]
9392,f,"Means ""possession"" in Hebrew. In the Old Testament she is the wife of King Uzziah of Judah and the mother of Jotham.",JERUSHA,[Biblical]
9393,m,Polish form of GEORGE.,JERZY,[Polish]
9394,f,Variant of YESENIA.,JESENIA,[Spanish (Latin American)]
9395,m&f,Short form of JESSE or JESSICA.,JESS,[English]
9396,f,Combination of JESSIE  (1) and the popular name suffix lyn.,JESSALYN,[English (Rare)]
9397,f,Variant of JESSAMINE.,JESSAMYN,[English (Rare)]
9398,m,French form of JESSE.,JESSÉ,[French]
9399,f,Variant of JESSIE  (1).,JESSI,[English (Modern)]
9400,f,"This name was first used in this form by Shakespeare in his play 'The Merchant of Venice' (1596), where it belongs to the daughter of Shylock. Shakespeare probably based it on the biblical name ISCAH, which would have been spelled Jescha in his time. It was not commonly used as a given name until the middle of the 20th century. Notable bearers include actresses Jessica Tandy (1909-1994) and Jessica Lange (1949-).",JESSICA,"[English, French, German, Swedish, Norwegian, Danish, Italian, Spanish]"
9401,m,Variant of JESSE.,JESSIE  (2),[English]
9402,f,Variant of JESSIE  (1).,JESSYE,[English]
9403,m,"English form of Ιησους (Iesous), which was the Greek form of the Aramaic name יֵשׁוּעַ (Yeshu'a). Yeshu'a is itself a contracted form of Yehoshu'a (see JOSHUA). Yeshua ben Yoseph, better known as Jesus Christ, was the central figure of the New Testament and the source of the Christian religion. The four gospels state that he was the son of God and the Virgin Mary who fulfilled the Old Testament prophecies of the Messiah. He preached for three years before being crucified in Jerusalem.",JESUS,"[Theology, Biblical]"
9404,f,Short form of HENRIËTTE or MARIËTTE.,JET,[Dutch]
9405,m,"From the English word jet, which denotes either a jet aircraft or an intense black colour (the words derive from different sources).",JETT,[English (Modern)]
9406,f,Dutch short form of HENRIETTE.,JETTE,[Dutch]
9407,f,Latvian form of YEVGENIYA.,JEVGĒŅIJA,[Latvian]
9408,m,Latvian form of YEVGENIY.,JEVGĒŅIJS,[Latvian]
9409,m,Serbian form of EPHRAIM.,JEVREM,[Serbian]
9410,m&f,Variant of JEWEL.,JEWELL,[English]
9411,f,"From the Hebrew אִיזֶבֶל ('Izevel) which probably means ""where is the prince?"", a ritual question spoken in ceremonies honouring Baal. Alternatively, it may mean ""not exalted"". In the Old Testament Jezebel is the evil wife of Ahab, king of Israel. After she was thrown from a window to her death her body was eaten by dogs, fulfilling Elijah's prophecy.",JEZEBEL,[Biblical]
9412,m&f,"From Sino-Korean 智 (ji) meaning ""wisdom, intellect"" or other hanja characters with the same pronunciation. Although it does appear rarely as a single-character name, it is more often used in combination with another character.",JI,[Korean (Rare)]
9413,m,"From Chinese 家 (jiā) meaning ""home, family"" combined with 豪 (háo) meaning ""brave, heroic, chivalrous"". This name can be formed from other character combinations as well.",JIAHAO,[Chinese]
9414,m&f,"From Chinese 江 (jiāng) meaning ""river, Yangtze"", as well as other characters with a similar pronunciation.",JIANG,[Chinese]
9415,m,Arabic form of GABRIEL.,JIBRIL,[Arabic]
9416,f,"From Sino-Korean 枝 (ji) meaning ""branch, limb"", 知 (ji) meaning ""know, perceive, comprehend"" or 志 (ji) meaning ""will, purpose, ambition"" combined with 恩 (eun) meaning ""kindness, mercy, charity"". This name can be formed by other hanja character combinations as well.",JI-EUN,[Korean]
9417,m&f,"From Sino-Korean 智 (ji) meaning ""wisdom, intellect"" combined with 厚 (hu) meaning ""thick"". Other combinations of hanja characters can form this name as well.",JI-HU,[Korean]
9418,f,"From a Sino-Korean compound meaning ""wisdom"", formed of the hanja characters 智 (ji) meaning ""wisdom, intellect"" and 慧 (hye) meaning ""bright, intelligent"". This name can also be formed from other character combinations.",JI-HYE,[Korean]
9419,f,Variant of GILLIAN.,JILLIAN,[English]
9420,f,Diminutive of JILL.,JILLY,[English]
9421,f,Variant of XIMENA.,JIMENA,[Spanish]
9422,m,Diminutive of JAMES. A famous bearer was the rock musician Jimi Hendrix (1942-1970).,JIMI,[English]
9423,m&f,Diminutive or feminine form of JAMES.,JIMMIE,[English]
9424,m,Diminutive of JAMES.,JIMMY,[English]
9425,m&f,"Means ""garden"" or ""paradise"" in Arabic.",JINAN,[Arabic]
9426,m&f,"From Chinese 静 (jìng) meaning ""quiet, still, gentle"", 精 (jīng) meaning ""essence, spirit"", 晶 (jīng) meaning ""clear, crystal"" or 京 (jīng) meaning ""capital city"". Other characters can also form this name.",JING,[Chinese]
9427,f,Diminutive of VIRGINIA.,JINNY,[English]
9428,m,Czech form of GEORGE.,JIŘÍ,[Czech]
9429,m,Variant transcription of JIROU.,JIRO,[Japanese]
9430,m,Variant of JITENDRA used by Sikhs.,JITENDER,[Indian (Sikh)]
9431,f,Diminutive of JUDITA.,JITKA,[Czech]
9432,m&f,Variant transcription of JI-U.,JI-WOO,[Korean]
9433,m&f,Variant transcription of JI-YEONG.,JI-YOUNG,[Korean]
9434,m&f,"Short form of JOAN  (1), JOANNA, JOSEPHINE, or other names that begin with Jo. It is primarily masculine in German and Dutch, short for JOHANNES or JOSEF.",JO,"[English, German, Dutch]"
9435,m,"Contracted form of JEHOIACHIN or JEHOIAKIM. According to the apocryphal Gospel of James, Saint Joachim was the husband of Saint Anne and the father of the Virgin Mary. Due to his popularity in the Middle Ages, the name came into general use in Christian Europe (though it was never common in England).",JOACHIM,"[French, German, Polish, Judeo-Christian Legend]"
9436,f,"Medieval English form of Johanne, an Old French form of Iohanna (see JOANNA). This was the usual English feminine form of John in the Middle Ages, but it was surpassed in popularity by Jane in the 17th century.... [more]",JOAN  (1),[English]
9437,f,Portuguese and Catalan form of Iohanna (see JOANNA).,JOANA,"[Portuguese, Catalan]"
9438,f,Diminutive of JOAN  (1).,JOANIE,[English]
9439,f,Variant of JOAN  (1).,JOANN,[English]
9440,f,Variant of JOAN  (1) or JOHANNE.,JOANNE,"[English, French]"
9441,m,Latin variant of JOHANNES.,JOANNES,[Late Roman]
9442,m,Portuguese diminutive of JOÃO.,JOÃOZINHO,[Portuguese]
9443,f,Catalan feminine form of JOACHIM.,JOAQUIMA,[Catalan]
9444,f,Spanish feminine form of JOACHIM.,JOAQUINA,[Spanish]
9445,f,Polish diminutive of JOANNA.,JOASIA,[Polish]
9446,f,Combination of JO and BETH.,JOBETH,[English (Rare)]
9447,f,"Latinized form of Greek Ιοκαστη (Iokaste), which is of unknown meaning. In Greek mythology she was the mother Oedipus by the Theban king Laius. In a case of tragic mistaken identity, she married her own son.",JOCASTA,[Greek Mythology (Latinized)]
9448,f,French feminine form of Joscelin (see JOCELYN).,JOCELINE,[French]
9449,f,French feminine form of Joscelin (see JOCELYN).,JOCELYNE,[French]
9450,f,Variant of JASMINE.,JASMYN,[English (Modern)]
9451,m,"From the Greek name Ιασων (Iason), which was derived from Greek ιασθαι (iasthai) ""to heal"". In Greek mythology Jason was the leader of the Argonauts. After his uncle Pelias overthrew his father Aeson as king of Iolcos, Jason went in search of the Golden Fleece in order to win back the throne. During his journeys he married the sorceress Medea, who helped him gain the fleece and kill his uncle, but who later turned against him when he fell in love with another woman.... [more]",JASON,"[English, French, Greek Mythology (Anglicized), Biblical]"
9452,m&f,Variant transcription of JASWINDER.,JASVINDER,[Indian (Sikh)]
9453,f,Variant transcription of JATHIBIYYA.,JATHBIYYA,[Arabic]
9454,m,Catalan form of JAMES.,JAUME,[Catalan]
9455,m,Variant transcription of JAVED.,JAVAID,[Urdu]
9456,m,"Means ""eternal"" in Persian.",JAVED,"[Persian, Urdu]"
9457,f,Spanish feminine form of XAVIER.,JAVIERA,[Spanish]
9458,f,"Means ""jewels"" in Arabic, ultimately from Persian گوهر (gohar) ""jewel, essence"".",JAWAHIR,[Arabic]
9459,m,Variant of JACKSON.,JAXON,[English (Modern)]
9460,m,"Short form of names beginning with the sound J, such as JAMES or JASON. It was originally used in America in honour of founding father John Jay (1749-1825), whose surname was derived from the jaybird.",JAY  (1),[English]
9461,m&f,"Derived from Sanskrit जय (jaya) meaning ""victory"". This is a transcription of both the feminine form जया (an epithet of the Hindu goddess Durga) and the masculine form जय (borne by several characters in Hindu texts). As a modern personal name, this transcription is both feminine and masculine in southern India, but typically only feminine in the north.",JAYA,"[Hinduism, Tamil, Indian, Telugu, Hindi, Marathi]"
9462,m,"Means ""divine victory"" from Sanskrit जय (jaya) meaning ""victory"" and देव (deva) meaning ""god"". This was the name of a 13th-century Indian poet.",JAYADEVA,[Sanskrit]
