,gender,meaning,name,origin
12774,m,MAYSON   m   English (Rare)Variant of MASON.,MAYSON,[English (Rare)]
12775,f,MAYTE   f   SpanishVariant of MAITE  (1).,MAYTE,[Spanish]
12776,m,"MAYUR   m   Indian, Hindi, Marathi, GujaratiMeans ""peacock"" in Sanskrit.",MAYUR,"[Indian, Hindi, Marathi, Gujarati]"
12777,m,"MAZIN   m   ArabicMeans ""rain clouds"" in Arabic.",MAZIN,[Arabic]
12778,f,"MCHUMBA   f   Eastern African, SwahiliMeans ""sweetheart"" in Swahili.",MCHUMBA,"[Eastern African, Swahili]"
12779,f,"MCKENNA   f   English (Modern)From the Gaelic surname Mac Cionaodha, which means ""son of CIONAODH"".",MCKENNA,[English (Modern)]
12780,f,"MÉABH   f   Irish, Irish MythologyVariant of MEDB.",MÉABH,"[Irish, Irish Mythology]"
12781,f,"MEADHBH   f   Irish, Irish MythologyVariant of MEDB.",MEADHBH,"[Irish, Irish Mythology]"
12782,f,MEAGAN   f   EnglishVariant of MEGAN.,MEAGAN,[English]
12783,m,"MEALLÁN   m   IrishPossibly means ""lightning"" in Irish Gaelic.",MEALLÁN,[Irish]
12784,m,"MECHISLAV   m   Russian (Rare), Medieval SlavicRussian form of MIECZYSŁAW.",MECHISLAV,"[Russian (Rare), Medieval Slavic]"
12785,f,MECHTHILD   f   GermanGerman variant of MATHILDE.,MECHTHILD,[German]
12786,m,MECİT   m   TurkishTurkish form of MAJID.,MECİT,[Turkish]
12787,f,MEDB   f   Irish MythologyOriginal Irish form of MAEVE.,MEDB,[Irish Mythology]
12788,f,MEDEIA   f   Greek MythologyGreek form of MEDEA.,MEDEIA,[Greek Mythology]
12789,f,MEDOUSA   f   Greek MythologyGreek form of MEDUSA.,MEDOUSA,[Greek Mythology]
12790,m,"MEDROD   m   Welsh Mythology, Arthurian RomanceWelsh form of MORDRED.",MEDROD,"[Welsh Mythology, Arthurian Romance]"
12791,f,"MEENA   f   Indian, Hindi, Marathi, TamilVariant transcription of MINA  (2).",MEENA,"[Indian, Hindi, Marathi, Tamil]"
12792,m,MEES   m   DutchDiminutive of BARTHOLOMEUS.,MEES,[Dutch]
12793,f,MEG   f   EnglishMedieval diminutive of MARGARET.,MEG,[English]
12794,f,"MEGAERA   f   Greek Mythology (Latinized)Latinized form of Greek Μεγαιρα (Megaira) which was derived from μεγαιρω (megairo) ""to grudge"". This was the name of one of the Furies or Ερινυες (Erinyes) in Greek mythology. The name is used as a word in several European languages to denote a shrewish, ill-tempered woman (for example, French mégère and Italian megera).",MEGAERA,[Greek Mythology (Latinized)]
12795,f,"MEGAN   f   Welsh, EnglishWelsh diminutive of MARGARET. In the English-speaking world outside of Wales it has only been regularly used since the middle of the 20th century.",MEGAN,"[Welsh, English]"
12796,f,MEGHAN   f   EnglishVariant of MEGAN.,MEGHAN,[English]
12797,m,"MEGINHARD   m   Ancient GermanicDerived from the Germanic elements magan ""strength"" and hard ""brave, hardy"".",MEGINHARD,[Ancient Germanic]
12798,f,"MEGUMI   f   JapaneseFrom Japanese 恵 (megumi) meaning ""favour, benefit"" or 愛 (megumi) meaning ""love, affection"", as well as other kanji or kanji combinations which have the same reading. It is often written めぐみ using the hiragana writing system.",MEGUMI,[Japanese]
12799,f,MEHEITAV'EL   f   Biblical HebrewHebrew form of MEHETABEL.,MEHEITAV'EL,[Biblical Hebrew]
12800,f,MEHITABEL   f   BiblicalVariant of MEHETABEL.,MEHITABEL,[Biblical]
12801,m,MEHMET   m   TurkishTurkish form of MUHAMMAD. This name was borne sultans of the Ottoman Empire (with the older form Mehmed).,MEHMET,[Turkish]
12802,m,MEHMUD   m   UrduUrdu form of MAHMUD.,MEHMUD,[Urdu]
12803,m,"MEHR   m   Persian, Persian MythologyModern Persian form of MITHRA.",MEHR,"[Persian, Persian Mythology]"
12804,m,MEHRDAD   m   PersianModern Persian form of MITHRIDATES.,MEHRDAD,[Persian]
12805,f,MEHVEŞ   f   TurkishTurkish form of MAHVASH.,MEHVEŞ,[Turkish]
12806, (2),"MEI  (2)   f   JapaneseFrom Japanese 芽 (me) meaning ""bud, sprout"" combined with 依 (i) meaning ""rely on"", 生 (i) meaning ""life"" or 衣 (i) meaning ""clothing, garment"". Other kanji combinations are possible.",MEI  (2),[Japanese]
12807,f,"MEIKE   f   German, DutchGerman and Dutch diminutive of MARIA.",MEIKE,"[German, Dutch]"
12808,m,MEINDERT   m   DutchDutch form of MEGINHARD.,MEINDERT,[Dutch]
12809,m,MEINHARD   m   GermanGerman form of MEGINHARD.,MEINHARD,[German]
12810,m,"MEINO   m   German, Dutch, Ancient GermanicVariant of MEINE.",MEINO,"[German, Dutch, Ancient Germanic]"
12811,m,MEINT   m   DutchVariant of MEINE.,MEINT,[Dutch]
12812,f,"MEINWEN   f   WelshMeans ""slender and white"" from Welsh main ""slender"" and gwen ""white, fair, blessed"".",MEINWEN,[Welsh]
12813,f,MEIRA   f   HebrewFeminine form of MEIR.,MEIRA,[Hebrew]
12814,f,MEIRIONA   f   WelshFeminine form of MEIRION.,MEIRIONA,[Welsh]
12815,f,"MEITAL   f   HebrewMeans ""dew drop"" in Hebrew.",MEITAL,[Hebrew]
12816,m,"MEL   m & f   EnglishShort form of MELVIN, MELANIE, MELISSA, and other names beginning with Mel.",MEL,[English]
12817,f,"MELÁNIA   f   Hungarian, SlovakHungarian and Slovak form of MELANIE.",MELÁNIA,"[Hungarian, Slovak]"
12818,f,MÉLANIE   f   FrenchFrench form of MELANIE.,MÉLANIE,[French]
12819,f,"MELANIE   f   English, German, DutchFrom Mélanie, the French form of the Latin name Melania, derived from Greek μελαινα (melaina) meaning ""black, dark"". This was the name of a Roman saint who gave all her wealth to charity in the 5th century. Her grandmother was also a saint with the same name.... [more]",MELANIE,"[English, German, Dutch]"
12820,f,"MELANTHA   f   English (Rare)Probably a combination of Mel (from names such as MELANIE or MELISSA) with the suffix antha (from Greek ανθος (anthos) ""flower""). John Dryden used this name in his play 'Marriage a la Mode' (1672).",MELANTHA,[English (Rare)]
12821,f,MELANY   f   English (Modern)Variant of MELANIE.,MELANY,[English (Modern)]
12822,f,"MELBA   f   EnglishFrom the surname of the Australian opera singer Nellie Melba (1861-1931). This was a stage name that she got from the name of the city Melbourne, where she was born.",MELBA,[English]
12823,m,MELCHIORRE   m   ItalianItalian form of MELCHIOR.,MELCHIORRE,[Italian]
12824,m,MELCHOR   m   SpanishSpanish form of MELCHIOR.,MELCHOR,[Spanish]
12825,m,"MELECH   m   Biblical, Hebrew, Biblical HebrewMeans ""king"" in Hebrew. In the Old Testament this is the name of a son of Micah (not the prophet).",MELECH,"[Biblical, Hebrew, Biblical Hebrew]"
12826, (2),"MELEK  (2)   f   TurkishMeans ""angel"" in Turkish, ultimately of Arabic origin.",MELEK  (2),[Turkish]
12827,f,"MELETE   f   Greek MythologyMeans ""practice, exercise"" in Greek. In Greek mythology she was one of the original three muses, the muse of meditation.",MELETE,[Greek Mythology]
12828,f,MELICENT   f   English (Archaic)Older form of MILLICENT.,MELICENT,[English (Archaic)]
12829,f,MELIKA   f   HawaiianHawaiian form of MELISSA.,MELIKA,[Hawaiian]
12830,f,MÉLINA   f   FrenchFrench form of MELINA.,MÉLINA,[French]
12831,f,"MELINDA   f   English, HungarianCombination of Mel (from names such as MELANIE or MELISSA) with the popular name suffix inda. It was created in the 18th century, and may have been inspired by the similar name Belinda. In Hungary, the name was popularized by the 1819 play 'Bánk Bán' by József Katona.",MELINDA,"[English, Hungarian]"
12832,f,"MELIORA   f   VariousDerived from Latin melior meaning ""better"".",MELIORA,[Various]
12833,f,MELİSA   f   TurkishTurkish form of MELISSA.,MELİSA,[Turkish]
12834,f,MÉLISANDE   f   FrenchFrench form of MILLICENT used by Maurice Maeterlinck in his play 'Pelléas et Mélisande' (1893). The play was later adapted by Claude Debussy into an opera (1902).,MÉLISANDE,[French]
12835,m,"MELISIZWE   m   Southern African, XhosaMeans ""leader of the nation"" in Xhosa.",MELISIZWE,"[Southern African, Xhosa]"
12836,f,"MELISSA   f   English, Dutch, Ancient Greek, Greek MythologyMeans ""bee"" in Greek. This was the name of a nymph that cared for young Zeus in Greek mythology. It is also the name of the fairy who helps Rogero escape from the witch Alcina in Ludovico Ariosto's poem 'Orlando Furioso' (1516). As an English given name, Melissa has been used since the 18th century.",MELISSA,"[English, Dutch, Ancient Greek, Greek Mythology]"
12837,m,"MELITON   m   Ancient Greek, GeorgianDerived from Greek μελι (meli) meaning ""honey"" (genitive μελιτος). This was the name of a 2nd-century bishop of Sardis who is regarded as a saint in the Orthodox Church.",MELITON,"[Ancient Greek, Georgian]"
12838,m,MELKER   m   SwedishSwedish form of MELCHIOR.,MELKER,[Swedish]
12839,m,"MELLE   m   DutchOriginally a short form of Germanic names beginning with the element mathal meaning ""meeting"".",MELLE,[Dutch]
12840,f,MÉLODIE   f   FrenchFrench cognate of MELODY.,MÉLODIE,[French]
12841,f,"MELODY   f   EnglishFrom the English word melody, which is derived (via Old French and Late Latin) from Greek μελος (melos) ""song"" combined with αειδω (aeido) ""to sing"".",MELODY,[English]
12842,f,"MELPOMENE   f   Greek MythologyDerived from Greek μελπω (melpo) meaning ""to sing, to celebrate with song"". This was the name of one of the nine Muses in Greek mythology, the muse of tragedy.",MELPOMENE,[Greek Mythology]
12843,m,"MELQART   m   Near Eastern MythologyFrom Phoenician mlk ""king"" and qrt ""city"". This was the name of a Phoenician god worshipped especially in the city of Tyre.",MELQART,[Near Eastern Mythology]
12844,f,"MELUSINE   f   MythologyMeaning unknown. In European folklore Melusine was a water fairy who turned into a serpent from the waist down every Saturday. She made her husband, Raymond of Poitou, promise that he would never see her on that day, and when he broke his word she left him forever.",MELUSINE,[Mythology]
12845,m,"MELVILLE   m   EnglishFrom a Scottish surname which was originally from a Norman French place name meaning ""bad town"". A famous bearer of the surname was the American author Herman Melville (1819-1891), who wrote several novels including 'Moby-Dick'.",MELVILLE,[English]
12846,m,MELVYN   m   EnglishVariant of MELVIN.,MELVYN,[English]
12847,m,"MENACHEM   m   Hebrew, Biblical HebrewHebrew form of MENAHEM.",MENACHEM,"[Hebrew, Biblical Hebrew]"
12848,m,MENASHE   m   HebrewHebrew form of MANASSEH.,MENASHE,[Hebrew]
12849,m,MENDEL   m   YiddishOriginally this was probably a Yiddish diminutive of MANNO. It is now used as a diminutive of MENAHEM.,MENDEL,[Yiddish]
12850,m,"MENELAUS   m   Greek Mythology (Latinized)From the Greek Μενελαος (Menelaos) which meant ""withstanding the people"", derived from μενω (meno) ""to last, to withstand"" and λαος (laos) ""the people"". In Greek legend he was a king of Sparta and the husband of Helen. When his wife was taken by Paris, the Greeks besieged the city of Troy in an effort to get her back. After the war Menelaus and Helen settled down to a happy life.",MENELAUS,[Greek Mythology (Latinized)]
12851,m,"MENNO   m   Dutch, GermanDiminutive of MEINE.",MENNO,"[Dutch, German]"
12852,m,MENSUR   m   BosnianBosnian form of MANSUR.,MENSUR,[Bosnian]
12853,f,"MENUHA   f   HebrewMeans ""tranquility"" in Hebrew.",MENUHA,[Hebrew]
12854, (2),MERAB  (2)   m   GeorgianGeorgian form of MEHRAB.,MERAB  (2),[Georgian]
12855,f,"MERAUD   f   CornishMeaning unknown, perhaps based on Cornish mor ""sea"".",MERAUD,[Cornish]
12856,f,MERCÈ   f   CatalanCatalan form of MERCEDES.,MERCÈ,[Catalan]
12857,f,MERCÉDESZ   f   HungarianHungarian form of MERCEDES.,MERCÉDESZ,[Hungarian]
12858,f,"MERCIA   f   English (Rare)Latinate form of MERCY. This was also the name of an old Anglo-Saxon kingdom, though it has a different origin.",MERCIA,[English (Rare)]
12859,m,MERCURIUS   m   Roman MythologyLatin form of MERCURY.,MERCURIUS,[Roman Mythology]
12860,f,"MERCY   f   EnglishFrom the English word mercy, ultimately from Latin merces ""wages, reward"", a derivative of merx ""goods, wares"". This was one of the virtue names adopted by the Puritans in the 17th century.",MERCY,[English]
12861,m,"MEREDITH   m & f   Welsh, EnglishFrom the Welsh name Maredudd or Meredydd, possibly meaning ""great lord"" or ""sea lord"". Since the mid-1920s it has been used more often for girls than for boys in English-speaking countries, though it is still a masculine name in Wales. A famous bearer of this name as surname was the English novelist and poet George Meredith (1828-1909).",MEREDITH,"[Welsh, English]"
12862,f,MERERID   f   WelshWelsh form of MARGARET.,MERERID,[Welsh]
12863,m,MERFYN   m   WelshOlder Welsh form of MERVYN.,MERFYN,[Welsh]
12864, (1),"MERI  (1)   f   FinnishMeans ""the sea"" in Finnish.",MERI  (1),[Finnish]
12865,f,MERIDETH   f   English (Rare)Variant of MEREDITH.,MERIDETH,[English (Rare)]
12866,f,MERIEL   f   English (Archaic)Variant of MURIEL.,MERIEL,[English (Archaic)]
12867, (1),"MERIT  (1)   m   English (Rare)Either a variant of MERRITT or else simply from the English word merit, ultimately from Latin meritus ""deserving"".",MERIT  (1),[English (Rare)]
12868,f,"MERITA   f   EsperantoMeans ""meritorious"" in Esperanto.",MERITA,[Esperanto]
12869,m,"MERIWETHER   m   English (Rare)From a surname meaning ""happy weather"" in Middle English, originally belonging to a cheery person. A notable bearer of the name was Meriwether Lewis (1774-1809), who, with William Clark, explored the west of North America.",MERIWETHER,[English (Rare)]
12870,f,MERLA   f   English (Rare)Variant of MERLE.,MERLA,[English (Rare)]
12871,f,MERLETTA   f   English (Rare)Diminutive of MERLE.,MERLETTA,[English (Rare)]
12872,m,"MERLYN   m & f   EnglishVariant of MERLIN, sometimes used as a feminine form. It has perhaps been influenced by the Welsh word merlyn meaning ""pony"".",MERLYN,[English]
12873,m,MERRICK   m   English (Rare)From a surname which was originally derived from the Welsh given name MEURIG.,MERRICK,[English (Rare)]
12874,f,MERRILYN   f   English (Rare)Variant of MARILYN.,MERRILYN,[English (Rare)]
12875,m,"MERRITT   m   EnglishFrom an English surname, originally from a place name, which meant ""boundary gate"" in Old English.",MERRITT,[English]
12876, (2),"MERRY  (2)   m   LiteratureThe name of a hobbit in J. R. R. Tolkien's novel 'The Lord of the Rings' (1954). His full given name was Meriadoc, a semi-translation into English of his true hobbit name Kalimac meaning ""jolly, merry"".",MERRY  (2),[Literature]
12877,m,"MERT   m   TurkishMeans ""manly, brave"" in Turkish, from Persian مرد (mard) meaning ""man"".",MERT,[Turkish]
12878,m,"MERTON   m   EnglishFrom a surname which was derived from a place name meaning ""town on a lake"" in Old English.",MERTON,[English]
12879,f,MERVE   f   TurkishTurkish form of MARWA.,MERVE,[Turkish]
12880,m,"MERVYN   m   Welsh, EnglishFrom the Welsh name Merfyn, which possibly meant ""marrow famous"". This was the name of a 9th-century Welsh king, Merfyn Frych.",MERVYN,"[Welsh, English]"
12881,f,"MERYL   f   EnglishVariant of MURIEL, influenced by the spelling of the name CHERYL. A famous bearer is American actress Meryl Streep (1949-), whose real name is Mary Louise Streep.",MERYL,[English]
12882,m,MESHULAM   m   HebrewVariant transcription of MESHULLAM.,MESHULAM,[Hebrew]
12883,m,MESUD   m   Ottoman TurkishOlder Turkish form of MAS'UD. This was the name of several Seljuq sultans of Rûm.,MESUD,[Ottoman Turkish]
12884,f,"META   f   German, Swedish, Norwegian, DanishGerman and Scandinavian short form of MARGARET.",META,"[German, Swedish, Norwegian, Danish]"
12885,m,METHODIOS   m   Ancient GreekGreek form of METHODIUS.,METHODIOS,[Ancient Greek]
12886,m,"METHUSELAH   m   BiblicalMeans ""man of the dart"" in Hebrew. In the Old Testament he is the father of Lamech and the grandfather of Noah. He lived to age 969, making him the longest-lived person in the Bible.",METHUSELAH,[Biblical]
12887,m,"METOD   m   Slovene, SlovakSlovene and Slovak form of METHODIUS.",METOD,"[Slovene, Slovak]"
12888,m,METODIJ   m   MacedonianMacedonian form of METHODIUS.,METODIJ,[Macedonian]
12889,m,METODY   m   Polish (Rare)Polish form of METHODIUS.,METODY,[Polish (Rare)]
12890,m,"METROPHANES   m   Ancient GreekDerived from Greek μητηρ (meter) ""mother"" (genitive μητρος) and φανης (phanes) ""appearing"". Saint Metrophanes was the first bishop of Byzantium (4th century).",METROPHANES,[Ancient Greek]
12891,m,METUSHELACH   m   Biblical HebrewHebrew form of METHUSELAH.,METUSHELACH,[Biblical Hebrew]
12892,m,MEURIG   m   WelshWelsh form of MAURICE. This was the name of a few early Welsh kings.,MEURIG,[Welsh]
12893,f,MHAIRI   f   ScottishVocative form of MÀIRI.,MHAIRI,[Scottish]
12894,f,MICA   f   EnglishShort form of MICHAELA.,MICA,[English]
12895,m,"MICAH   m   Biblical, EnglishContracted form of MICAIAH. Micah is one of the twelve minor prophets of the Old Testament. He authored the Book of Micah, which alternates between prophesies of doom and prophesies of restoration. It was occasionally used as an English given name by the Puritans after the Protestant Reformation, but it did not become common until the end of the 20th century.",MICAH,"[Biblical, English]"
12896,m,MICAJAH   m   BiblicalVariant of MICAIAH.,MICAJAH,[Biblical]
12897,m,"MICHAËL   m   Dutch, FrenchDutch and French form of MICHAEL.",MICHAËL,"[Dutch, French]"
12898,f,"MICHAELA   f   German, Swedish, English, Czech, SlovakFeminine form of MICHAEL.",MICHAELA,"[German, Swedish, English, Czech, Slovak]"
12899, (1),"MICHAL  (1)   m   Czech, SlovakCzech and Slovak form of MICHAEL.",MICHAL  (1),"[Czech, Slovak]"
12900, (2),"MICHAL  (2)   f   Biblical, HebrewPossibly means ""brook"" in Hebrew. In the Old Testament she is a daughter of Saul. She was married to David, but after David fled from Saul he remarried her to someone else. Later, when David became king, he ordered her returned to him.",MICHAL  (2),"[Biblical, Hebrew]"
12901,f,MICHALA   f   CzechCzech feminine form of MICHAL  (1).,MICHALA,[Czech]
12902,m,MICHALIS   m   GreekModern Greek form of MICHAEL.,MICHALIS,[Greek]
12903,m,MÍCHEÁL   m   IrishIrish form of MICHAEL.,MÍCHEÁL,[Irish]
12904,m,MICHEAL   m   EnglishVariant of MICHAEL.,MICHEAL,[English]
12905,m,"MICHEL   m   French, German, DutchFrench form of MICHAEL. Michel de Notredame, also known as Nostradamus, was the 16th-century French astrologer who made predictions about future world events. This is also the German diminutive form of MICHAEL.",MICHEL,"[French, German, Dutch]"
12906,f,MICHELANGELA   f   ItalianFeminine form of MICHELANGELO.,MICHELANGELA,[Italian]
12907,f,MICHÈLE   f   FrenchFrench feminine form of MICHEL.,MICHÈLE,[French]
12908, (2),MICHELE  (2)   f   EnglishVariant of MICHELLE.,MICHELE  (2),[English]
12909,f,MICHELINE   f   FrenchFrench feminine diminutive of MICHEL.,MICHELINE,[French]
12910,f,MICHELYNE   f   English (Rare)Diminutive of MICHELLE.,MICHELYNE,[English (Rare)]
12911, (2),MICHI  (2)   m & f   GermanGerman diminutive of MICHAEL or MICHAELA.,MICHI  (2),[German]
12912,f,"MICHIKO   f   JapaneseFrom Japanese 美 (mi) meaning ""beautiful"", 智 (chi) meaning ""wisdom, intellect"" and 子 (ko) meaning ""child"". This name can also be comprised of other combinations of kanji.",MICHIKO,[Japanese]
12913,m,MIĈJO   m   EsperantoEsperanto diminutive of MICHAEL.,MIĈJO,[Esperanto]
12914,m,MICKAËL   m   FrenchFrench variant form of MICHAEL.,MICKAËL,[French]
12915,m,MICKY   m   EnglishDiminutive of MICHAEL.,MICKY,[English]
12916,m,MIDAS   m   Greek MythologyMeaning unknown. In Greek myth Midas was a king of Phrygia in Asia Minor. He was granted a wish by the god Dionysos - that everything he touch be turned to gold.,MIDAS,[Greek Mythology]
12917,f,"MIDHA   f   ArabicMeans ""praise, eulogy"" in Arabic.",MIDHA,[Arabic]
12918,f,"MIDORI   f   JapaneseFrom Japanese 緑 (midori) meaning ""green"", as well as other kanji or kanji combinations which have the same pronunciation.",MIDORI,[Japanese]
12919,f,MIECZYSŁAWA   f   PolishFeminine form of MIECZYSŁAW.,MIECZYSŁAWA,[Polish]
12920,f,"MIELA   f   EsperantoMeans ""honey-sweet"" in Esperanto.",MIELA,[Esperanto]
12921,f,"MIEN   f   Dutch, LimburgishDutch and Limburgish short form of WILHELMINA.",MIEN,"[Dutch, Limburgish]"
12922,m,"MIERVALDIS   m   LatvianLatvian name derived from the Baltic elements mier ""peace"" and vald ""rule"".",MIERVALDIS,[Latvian]
12923,m,"MIESZKO   m   PolishDiminutive of MIECZYSŁAW. This was the name of two rulers of Poland, including Mieszko I who converted the country to Christianity.",MIESZKO,[Polish]
12924,f,"MIGNON   f   LiteratureMeans ""cute, darling"" in French. This is the name of a character in Ambroise Thomas's opera 'Mignon' (1866), which was based on a novel by Goethe.",MIGNON,[Literature]
12925,f,"MIGUELA   f   Spanish, PortugueseFeminine form of MIGUEL.",MIGUELA,"[Spanish, Portuguese]"
12926,m,"MIGUELITO   m   Spanish, PortugueseDiminutive of MIGUEL.",MIGUELITO,"[Spanish, Portuguese]"
12927,m,MIHA   m   SloveneShort form of MIHAEL.,MIHA,[Slovene]
12928,f,"MIHAELA   f   Romanian, Slovene, Croatian, MacedonianRomanian, Slovene, Croatian and Macedonian feminine form of MICHAEL.",MIHAELA,"[Romanian, Slovene, Croatian, Macedonian]"
12929,m,MIHAI   m   RomanianRomanian form of MICHAEL. Mihai the Brave was a prince of Wallachia who united Romania in the early 17th century.,MIHAI,[Romanian]
12930,f,MIHAILA   f   MacedonianMacedonian feminine form of MICHAEL.,MIHAILA,[Macedonian]
12931,m,MIHAILS   m   LatvianLatvian form of MICHAEL.,MIHAILS,[Latvian]
12932,m,MIHAJLO   m   SerbianSerbian form of MICHAEL.,MIHAJLO,[Serbian]
12933,m,MIHÁLY   m   HungarianHungarian form of MICHAEL.,MIHÁLY,[Hungarian]
12934,m,"MIHANGEL   m   WelshWelsh name of the archangel Michael, formed from a contraction of MICHAEL and ""angel"".",MIHANGEL,[Welsh]
12935,m,MIHKKAL   m   SamiNorthern Sami form of MICHAEL.,MIHKKAL,[Sami]
12936, (2),"MIHO  (2)   f   JapaneseFrom Japanese 美 (mi) meaning ""beautiful"" and 穂 (ho) meaning ""grain"". Other kanji combinations are also possible.",MIHO  (2),[Japanese]
12937,f,MIIA   f   FinnishFinnish form of MIA.,MIIA,[Finnish]
12938,m,"MIJO   m   Croatian, SerbianDiminutive of MILAN or MIHOVIL.",MIJO,"[Croatian, Serbian]"
12939, (2),"MIKA  (2)   f   JapaneseFrom Japanese 美 (mi) meaning ""beautiful"" combined with 香 (ka) meaning ""fragrance"" or 加 (ka) meaning ""increase"". Other kanji combinations are also possible.",MIKA  (2),[Japanese]
12940,f,"MIKAELA   f   Swedish, Norwegian, Danish, FinnishFeminine form of MICHAEL.",MIKAELA,"[Swedish, Norwegian, Danish, Finnish]"
12941,m,MIKAIL   m   TurkishTurkish form of MICHAEL.,MIKAIL,[Turkish]
12942,f,MIKAYLA   f   English (Modern)Variant of MICHAELA.,MIKAYLA,[English (Modern)]
12943,m,MIKEL   m   BasqueBasque form of MICHAEL.,MIKEL,[Basque]
12944,m,MIKELO   m   EsperantoModern Esperanto form of MICHAEL.,MIKELO,[Esperanto]
12945,m,"MIKHA'EL   m   Hebrew, Biblical HebrewHebrew form of MICHAEL.",MIKHA'EL,"[Hebrew, Biblical Hebrew]"
12946,m,MIKHAH   m   Biblical HebrewHebrew form of MICAH.,MIKHAH,[Biblical Hebrew]
12947,m,"MIKHAIL   m   Russian, BulgarianRussian form of MICHAEL, and a variant transcription of Bulgarian MIHAIL. This was the name of two Russian tsars. Other notable bearers include the poet Mikhail Lermontov (1814-1841) and the Soviet leader Mikhail Gorbachev (1931-).",MIKHAIL,"[Russian, Bulgarian]"
12948,m,MIKHAILO   m   UkrainianVariant transcription of MYKHAILO.,MIKHAILO,[Ukrainian]
12949,f,MIKHAL   f   Biblical HebrewBiblical Hebrew form of MICHAL  (2).,MIKHAL,[Biblical Hebrew]
12950,m,MIKHEIL   m   GeorgianGeorgian form of MICHAEL.,MIKHEIL,[Georgian]
12951,m,MIKITA   m   BelarusianBelarusian form of NIKETAS.,MIKITA,[Belarusian]
12952,f,MIKKELINE   f   DanishDanish feminine form of MIKKEL.,MIKKELINE,[Danish]
12953,m,MIKKJAL   m   FaroeseFaroese form of MICHAEL.,MIKKJAL,[Faroese]
12954,m,MIKLAVŽ   m   SloveneSlovene form of NICHOLAS.,MIKLAVŽ,[Slovene]
12955,m,MIKOŁAJ   m   PolishPolish form of NICHOLAS.,MIKOŁAJ,[Polish]
12956,m,"MIKSA   m   HungarianOriginally a diminutive of MIKLÓS or MIHÁLY. It is now used independently, or as a Hungarian form of MAXIMILIAN.",MIKSA,[Hungarian]
12957,m,MIKULA   m   Czech (Rare)Czech form of NICHOLAS.,MIKULA,[Czech (Rare)]
12958,f,MI-KYUNG   f   KoreanVariant transcription of MI-GYEONG.,MI-KYUNG,[Korean]
12959,f,"MILADA   f   CzechOriginally a diminutive of Slavic names containing the element milu ""gracious, dear"". It has become associated with Czech mladý ""young"".",MILADA,[Czech]
12960,m,MILÁN   m   HungarianHungarian form of MILAN.,MILÁN,[Hungarian]
12961,f,"MILANA   f   Serbian, Croatian, Russian, CzechVariant of MILENA.",MILANA,"[Serbian, Croatian, Russian, Czech]"
12962,f,"MILBURGA   f   HistoryDerived from the Old English elements milde ""gentle"" and burg ""fortress"". Saint Milburga, the sister of Saint Mildred, was a daughter of a 7th-century Mercian king. She was supposedly in possession of magical powers.",MILBURGA,[History]
12963,f,"MILDA   f   Lithuanian, Baltic MythologyMeaning unknown. This was the name of the Lithuanian goddess of love.",MILDA,"[Lithuanian, Baltic Mythology]"
12964,f,"MILDGYÐ   f   Anglo-SaxonOld English name derived from the elements milde ""gentle"" and gyð ""battle"". This was the name of a 7th-century saint, the sister of Saint Mildred.",MILDGYÐ,[Anglo-Saxon]
12965,f,MILDÞRYÐ   f   Anglo-SaxonOld English form of MILDRED.,MILDÞRYÐ,[Anglo-Saxon]
12966,m,MILEN   m   BulgarianVariant of MILAN.,MILEN,[Bulgarian]
12967,f,"MILENA   f   Bulgarian, Czech, Serbian, Croatian, Slovene, Macedonian, Polish, Russian, ItalianFeminine form of MILAN. It began to be used in Italy in honour of Milena Vukotić (1847-1923), mother of Helen of Montenegro, the wife of Italian king Victor Emmanuel III. In Italy it can also be considered a combination of MARIA and ELENA.",MILENA,"[Bulgarian, Czech, Serbian, Croatian, Slovene, Macedonian, Polish, Russian, Italian]"
12968,m,"MILES   m   EnglishFrom the Germanic name Milo, introduced by the Normans to England in the form Miles. The meaning is not known for certain. It is possibly connected to the Slavic name element milu meaning ""gracious"". From an early date it was associated with Latin miles ""soldier"".",MILES,[English]
12969,m,"MILFORD   m   EnglishFrom an English surname which was originally derived from various place names all meaning ""ford by a mill"" in Old English.",MILFORD,[English]
12970,f,MILITSA   f   Medieval SlavicMedieval Slavic form of MILICA.,MILITSA,[Medieval Slavic]
12971,f,MILJANA   f   SerbianFeminine form of MILAN.,MILJANA,[Serbian]
12972, (1),"MILKA  (1)   f   Serbian, Croatian, Slovene, Macedonian, BulgarianDiminutive of Slavic names containing the element milu ""gracious, dear"".",MILKA  (1),"[Serbian, Croatian, Slovene, Macedonian, Bulgarian]"
12973,m,"MILKO   m   BulgarianDiminutive of Slavic names containing the element milu ""gracious, dear"".",MILKO,[Bulgarian]
12974,f,"MILLARAY   f   Native American, MapucheMeans ""golden flower"" in Mapuche.",MILLARAY,"[Native American, Mapuche]"
12975,f,"MILLICENT   f   EnglishFrom the Germanic name Amalasuintha, composed of the elements amal ""work, labour"" and swinth ""strong"". Amalasuintha was a 6th-century queen of the Ostrogoths. The Normans introduced this name to England in the form Melisent or Melisende. Melisende was a 12th-century queen of Jerusalem, the daughter of Baldwin II.",MILLICENT,[English]
12976,f,"MILLY   f   Swedish, Norwegian, EnglishDiminutive of EMILIE, MILDRED and other names containing the same sound.",MILLY,"[Swedish, Norwegian, English]"
